Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","t","1209145","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2016","2016","t","28954","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2017","2017","t","3446922","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2017","2017","t","1257773","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2017","2017","t","54173","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2018","2018","t","3446922","I","Imputed value",""
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2018","2018","t","1257773","I","Imputed value",""
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2018","2018","t","54173","I","Imputed value",""
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2019","2019","t","3505356","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2019","2019","t","1099707","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2019","2019","t","47260","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2020","2020","t","3533783.8","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2020","2020","t","1204059.6","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2020","2020","t","60973.08","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2021","2021","t","3714997.36","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2021","2021","t","1110381.85","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2021","2021","t","77866.66","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2022","2022","t","3666804.64","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2022","2022","t","743985.14","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","165","Pakistan","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2022","2022","t","30507.75","A","Official figure","Official data from questionnaire"
